STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
GEORGIA,MIKE CAMERON,STATE HOUSE,1,4791.0
GEORGIA,SHEA ROBERTS,STATE HOUSE,52,316261.41000000003
GEORGIA,GLORIA S. BUTLER,STATE SENATE,55,50006.6
GEORGIA,EMORY DUNAHOO,STATE HOUSE,30,96912.63
GEORGIA,KAY KIRKPATRICK,STATE SENATE,32,262701.11
GEORGIA,DOMINIC F. LARICCIA,STATE HOUSE,169,123597.23000000001
GEORGIA,BONNIE RICH,STATE HOUSE,97,153524.91
GEORGIA,DAVID WILKERSON,STATE HOUSE,38,12610.369999999999
GEORGIA,DEREK J. MALLOW,STATE HOUSE,163,44287.950000000004
GEORGIA,JOHN LAHOOD,STATE HOUSE,175,43391.119999999995
GEORGIA,MESHA K. MAINOR,STATE HOUSE,56,16027.750000000002
GEORGIA,STEVEN MEEKS,STATE HOUSE,178,54305.08
GEORGIA,DAVID T. CLARK,STATE HOUSE,98,12717.86
GEORGIA,JAMES A. COLLINS,STATE HOUSE,68,10657.6
GEORGIA,MIKE GLANTON,STATE HOUSE,75,0.0
GEORGIA,BILLY MITCHELL,STATE HOUSE,88,9698.29
GEORGIA,TOM KIRBY,STATE HOUSE,114,3794216.6599999997
GEORGIA,HOMER M. DELOACH,STATE HOUSE,167,61183.03999999999
GEORGIA,DONZELLA J. JAMES,STATE SENATE,35,17918.34
GEORGIA,GLORIA FRAZIER,STATE HOUSE,126,19391.440000000002
GEORGIA,MAURICE H. HARBIN,STATE SENATE,16,32568.350000000002
GEORGIA,DAVE C. BELTON,STATE HOUSE,112,30034.77
GEORGIA,PHILIP SINGLETON,STATE HOUSE,71,83925.06
GEORGIA,STACEY GODFREY EVANS,STATE HOUSE,57,376310.72
GEORGIA,RANDY ROBERTSON,STATE SENATE,29,3438.6899999999996
GEORGIA,NOEL WILLIAMS,STATE HOUSE,148,42484.780000000006
GEORGIA,BURT JONES,STATE SENATE,25,136381.97
GEORGIA,STEVE S. TARVIN,STATE HOUSE,2,3355.92
GEORGIA,HENRY HOWARD,STATE HOUSE,124,3713.92
GEORGIA,HAROLD V. JONES,STATE SENATE,22,16602.84
GEORGIA,DAVID E. LUCAS,STATE SENATE,26,19676.43
GEORGIA,TREY RHODES,STATE HOUSE,120,72185.9
