STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT
WASHINGTON,JOEL KRETZ,STATE HOUSE,7 POSITION 2,71862.40000000002
WASHINGTON,JUNE GRUBE ROBINSON,STATE SENATE,38,152015.99000000002
WASHINGTON,LARRY S. SPRINGER,STATE HOUSE,45 POSITION 2,143877.81
WASHINGTON,TOM DENT,STATE HOUSE,13 POSITION 1,126526.51999999999
WASHINGTON,LAUREN DAVIS,STATE HOUSE,32 POSITION 2,70596.07999999999
WASHINGTON,DREW C. MACEWEN,STATE HOUSE,35 POSITION 2,142213.01999999996
WASHINGTON,PAUL HARRIS,STATE HOUSE,17 POSITION 2,139252.06
WASHINGTON,LAURIE H. DOLAN,STATE HOUSE,22 POSITION 1,62054.53
WASHINGTON,MY-LINH THAI,STATE HOUSE,41 POSITION 2,74319.88000000002
WASHINGTON,MANKA DHINGRA,STATE SENATE,45,1902441.78
WASHINGTON,JAKE FEY,STATE HOUSE,27 POSITION 2,229545.93000000002
WASHINGTON,GINA R. MOSBRUCKER,STATE HOUSE,14 POSITION 2,87069.18
WASHINGTON,ANDREW BARKIS,STATE HOUSE,2 POSITION 1,196086.22999999998
WASHINGTON,KAREN L. KEISER,STATE SENATE,33,71435.89
WASHINGTON,MICHELLE CALDIER,STATE HOUSE,26 POSITION 2,259083.08
WASHINGTON,T'WINA NOBLES,STATE SENATE,28,954304.79
WASHINGTON,ANNETTE CLEVELAND,STATE SENATE,49,295244.4
WASHINGTON,STEVE HOBBS,STATE SENATE,44,449216.83
